=== 数据记录开始于 2026-01-03 16:39:58 ===
(-1281.00, 0.00)
(-568.56, 6952.52)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(23.59, -325.81)
(38.45, 33.69)
(38.45, 33.69)
(29.54, 37.52)
(29.54, 37.52)
(29.54, 37.52)
(29.54, 37.52)
(29.54, 37.52)
(29.54, 37.52)
(29.54, 37.52)
(29.54, 37.52)
(29.60, 38.48)
(29.60, 38.48)
(29.60, 38.48)
(29.61, 35.80)
(29.11, 33.33)
(29.11, 33.33)
(28.92, 33.01)
(29.17, 33.53)
(29.70, 33.56)
(29.70, 33.56)
(29.70, 33.56)
(29.94, 33.82)
(29.94, 33.82)
(30.40, 34.09)
(30.40, 34.09)
(31.10, 30.58)
(32.19, 20.91)
(32.19, 20.91)
(32.19, 20.91)
(33.01, 14.51)
(33.88, 8.21)
(33.88, 8.21)
(34.57, 5.26)
(34.57, 5.26)
(34.57, 5.26)
(34.57, 5.26)
(35.03, 4.88)
(33.96, 3.91)
(33.96, 3.91)
(33.96, 3.91)
(32.57, 4.09)
(32.57, 4.09)
(27.27, 4.16)
(27.27, 4.16)
(23.76, 4.76)
(23.76, 4.76)
(23.76, 4.76)
(20.92, 5.41)
(17.94, 5.48)
(17.17, 5.14)
(17.17, 5.14)
(16.27, 4.81)
(16.27, 4.81)
(15.87, 5.02)
(14.96, 5.56)
(15.15, 6.05)
(15.61, 7.03)
(15.61, 7.03)
(15.61, 7.03)
(16.03, 7.43)
(16.03, 7.43)
(16.03, 7.43)
(16.09, 8.32)
(14.35, 7.64)
(14.35, 7.64)
(14.35, 7.64)
(-38.35, 8.97)
(-38.35, 8.97)
(-187.83, 8.27)
(-203.86, 5.28)
(-203.86, 5.28)
(-205.25, 4.61)
(-205.25, 4.61)
(-205.25, 4.61)
(-209.65, 1.60)
(-209.65, 1.60)
(-209.65, 1.60)
(-209.65, 1.60)
(-211.00, 0.87)
(-211.00, 0.87)
(-211.00, 0.87)
(-211.00, 0.87)
(-211.00, 0.87)
(-213.85, 1.61)
(-213.85, 1.61)
(-224.15, 8.65)
(-224.15, 8.65)
(-226.98, 10.43)
(-230.10, 12.67)
(-230.10, 12.67)
(-230.10, 12.67)
(-230.10, 12.67)
(-229.94, 12.88)
(-229.94, 12.88)
(-229.94, 12.88)
(-321.72, 13.01)
(-547.42, 12.78)
(-547.42, 12.78)
(-551.99, 12.52)
(-551.99, 12.52)
(-555.78, 10.89)
(-555.78, 10.89)
(-555.78, 10.89)
(-557.27, 10.15)
(-557.27, 10.15)
(-557.27, 10.15)
(-555.53, 9.34)
(-555.53, 9.34)
(-555.42, 8.81)
(-555.42, 8.81)
(-554.24, 8.20)
(-554.24, 8.20)
(-552.47, 7.33)
(-552.47, 7.33)
(-548.26, 7.31)
(-548.26, 7.31)
(-547.75, 7.49)
(-547.75, 7.49)
(-611.60, 12.99)
(-611.60, 12.99)
(-611.60, 12.99)
(-675.89, 23.55)
(-675.89, 23.55)
(-694.35, 26.18)
(-694.35, 26.18)
(-694.25, 26.19)
(-694.25, 26.19)
(-694.63, 25.81)
(-891.00, 28.27)
(-913.25, 29.93)
(-913.25, 29.93)
(-923.95, 31.89)
(-923.95, 31.89)
(-928.56, 36.30)
(-935.77, 35.37)
(-937.80, 34.88)
(-938.02, 34.29)
(-938.02, 34.29)
(-938.76, 33.94)
(-938.36, 34.17)
(-938.36, 34.17)
(-936.12, 34.36)
(-935.60, 33.23)
(-935.60, 33.23)
(-935.23, 31.76)
(-935.23, 31.76)
(-935.25, 31.41)
(-934.24, 32.96)
(-934.24, 32.96)
(-933.38, 33.36)
(-933.38, 33.36)
(-932.19, 35.67)
(-930.53, 38.53)
(-930.53, 38.53)
(-928.75, 41.67)
(-928.25, 43.51)
(-928.66, 43.15)
(-928.66, 43.15)
(-928.56, 43.01)
(-926.36, 43.10)
(-926.36, 43.10)
(-926.05, 51.16)
(-926.05, 51.16)
(-923.49, 75.97)
(-921.57, 108.27)
(-921.57, 108.27)
(-930.94, 114.75)
(-930.94, 114.75)
(-916.91, 174.24)
(-916.91, 174.24)
(-888.59, 209.24)
(-870.40, 228.98)
(-870.40, 228.98)
(-872.19, 231.95)
(-872.19, 231.95)
(-878.01, 232.13)
(-878.01, 232.13)
(-882.36, 250.96)
(-882.36, 250.96)
(-871.07, 421.66)
(-871.07, 421.66)
(-854.36, 448.81)
(-850.58, 448.40)
