model,mean,err_low,err_high
all_1,-0.45721904117315404,0.4029004599261854,0.29699180847980566
all_4,-0.24185539152542526,0.35968314505415644,0.323421859665005
fov,-0.13038488212743077,0.28065390369591775,0.37224027365285606
gt,0.8294593148260101,0.3113943780420534,0.3821214150102721
