model,mean,err_low,err_high
strategy_1,0.7129610595455507,0.056579962780344224,0.056579962780344224
strategy_2,-0.1517609000675817,0.050570992284277805,0.050570992284277805
strategy_3,-0.11351381488398932,0.052212341995885155,0.052212341995885155
strategy_4,-0.4476863445939796,0.05295299345391746,0.05295299345391746
