model,mean,err_low,err_high
1,-0.9923983645474377,0.1423858287377992,0.1423858287377992
3,-0.27769290415919634,0.13316128468946095,0.13316128468946095
4,0.5537901022524816,0.126428549018241,0.126428549018241
6,0.7163011664541524,0.1299221983331652,0.1299221983331652
