model,mean,err_low,err_high
1,-0.4934411843254549,0.10989030682608429,0.10989030682608429
3,-0.08143493290597523,0.11433503896264581,0.11433503896264581
4,0.30538675682341265,0.10650371004230991,0.10650371004230991
6,0.26948936040801746,0.10827884540352774,0.10827884540352774
