model,mean,err_low,err_high
1,-0.9062744038245344,0.13616661690799603,0.13616661690799603
3,-0.5131525365446852,0.11952319467478609,0.11952319467478609
4,0.4779949700803704,0.12642772102012437,0.12642772102012437
6,0.9414319702888494,0.12365610942724908,0.12365610942724908
