model,mean,err_low,err_high
1,-0.6933434110885855,0.1301124210022732,0.1301124210022732
3,0.09334490896952648,0.11674551175320402,0.11674551175320402
4,0.4688983739420489,0.12106340621253864,0.12106340621253864
6,0.1311001281770102,0.10398833076151297,0.10398833076151297
