=== 数据记录开始于 2026-01-05 20:12:03 ===
22.695,False,-201.61,2533.00
22.786,True,-30.93,61.89
22.893,True,-38.33,77.25
22.987,True,-43.04,81.90
23.086,False,-199.78,2526.35
23.188,True,-131.11,113.73
23.289,True,-151.45,101.84
23.391,True,8.65,91.61
23.486,True,387.78,62.80
23.585,True,387.65,63.98
23.691,False,386.75,66.14
23.787,True,386.12,61.54
23.885,True,-61.03,109.94
23.987,True,-66.57,111.09
24.095,True,-69.19,107.57
24.186,True,-83.59,-251.82
24.299,True,-80.27,-260.07
24.385,True,-81.99,-257.44
24.492,True,-82.74,-256.71
24.595,False,919.12,-33.77
24.686,False,924.96,37.01
24.799,False,920.60,-50.94
24.885,False,138.28,280.15
24.985,False,13.98,268.13
25.091,False,10.63,251.72
25.188,False,17.49,223.99
25.284,True,96.88,-11.79
25.392,True,111.44,-32.00
25.493,True,98.51,-91.00
25.596,True,94.74,-109.46
25.690,True,88.28,-104.83
25.795,True,82.38,-103.83
25.891,True,81.81,-105.51
25.992,True,86.43,-111.42
26.094,True,88.81,-114.42
26.187,True,90.63,-117.77
26.286,True,92.90,-119.04
26.392,True,94.20,-116.93
26.487,True,94.36,-117.95
26.585,True,93.13,-120.26
26.688,True,92.27,-121.10
26.799,True,93.79,-121.35
26.894,True,93.07,-117.83
26.985,True,101.34,-116.51
27.086,True,111.49,-113.88
27.186,True,112.27,-112.31
27.300,True,109.25,-112.06
27.392,True,102.41,-110.10
27.489,True,101.80,-113.82
27.594,True,105.95,-74.81
27.687,True,110.76,-104.06
27.784,True,107.84,-113.63
27.892,True,103.60,-110.95
27.986,True,101.16,-97.80
28.088,True,118.97,-57.80
28.189,True,124.81,-52.91
28.286,True,127.86,-49.82
28.391,True,128.79,-48.62
28.486,True,129.17,-47.13
28.587,True,132.54,-46.61
28.692,True,137.32,-44.81
28.790,True,139.19,-43.09
28.887,True,140.03,-42.86
28.993,True,143.01,-40.79
29.083,True,146.42,-38.68
29.186,True,149.56,-38.00
29.294,True,151.48,-34.39
29.390,True,154.16,-33.01
29.494,True,159.06,-71.94
29.591,False,-247.23,2554.67
29.695,True,163.93,-87.14
29.795,True,202.58,-40.04
29.891,True,198.29,-56.43
29.992,True,190.87,-69.78
30.092,True,185.34,-70.04
30.184,True,187.42,-73.22
30.295,True,189.85,-73.43
30.384,True,189.19,-66.46
30.491,True,187.28,-56.33
30.588,True,191.83,-55.49
30.693,True,198.89,-57.37
30.790,True,102.23,-81.23
30.895,True,99.92,-83.42
30.987,True,101.91,-81.49
31.088,True,103.53,-78.56
31.185,True,105.36,-70.23
31.287,True,107.01,-68.08
31.395,True,107.28,-74.85
31.490,True,106.68,-73.92
31.592,True,105.45,-73.29
31.691,True,245.03,-56.98
31.784,True,446.72,22.80
31.894,True,447.30,37.23
