=== 数据记录开始于 2026-01-05 12:30:46 ===
96.662,True,1.23,120.40
96.759,True,4.06,136.62
96.865,True,5.78,137.81
96.960,True,9.30,139.58
97.058,True,7.93,138.06
97.163,True,-2.94,137.87
97.262,True,-7.41,137.60
97.359,True,-9.69,144.74
97.462,True,-12.36,148.93
97.562,False,-308.51,11440.93
97.656,True,-10.42,169.38
97.762,True,-9.71,177.21
97.864,True,-4.26,174.97
97.955,True,-4.19,173.31
98.065,True,-4.40,171.77
98.164,True,-3.63,169.44
98.258,False,388.07,-49.13
98.355,False,378.89,-52.29
98.459,False,374.87,-50.62
98.564,False,-299.07,11336.53
98.657,True,-159.56,90.80
98.765,True,-152.03,149.28
98.858,True,-152.21,156.24
98.953,True,-153.24,156.41
99.053,True,-149.61,168.47
99.158,True,9.12,172.43
99.262,False,-302.36,11380.08
99.355,True,-17.74,126.43
99.461,True,8.26,142.66
99.554,True,7.67,152.11
99.664,True,9.34,154.40
99.767,True,11.48,154.58
99.864,True,11.80,152.48
99.957,True,12.10,149.93
100.062,True,11.61,144.15
100.159,True,12.49,141.63
100.255,True,12.59,140.92
100.353,True,12.40,142.24
100.462,True,10.10,143.64
100.555,True,-1.14,145.70
100.661,True,-5.55,146.87
100.754,True,-6.16,147.18
100.861,True,-4.91,147.37
100.959,False,-296.76,11120.40
101.059,True,-26.77,115.86
101.164,True,3.09,146.38
101.256,True,13.55,155.85
101.364,True,15.18,162.36
101.458,True,18.88,166.30
101.559,True,15.66,165.33
101.659,True,11.93,165.66
101.761,True,10.95,166.14
101.857,True,8.74,168.42
101.965,True,9.28,173.05
102.058,True,10.23,175.14
102.163,True,9.31,174.82
102.258,True,5.76,173.74
102.361,True,3.48,174.28
102.457,True,2.47,174.39
102.562,True,2.30,174.67
102.659,True,1.68,175.68
102.762,True,2.18,175.78
102.859,True,4.81,174.01
102.954,True,4.93,172.16
103.061,True,4.03,170.80
103.154,True,4.59,170.45
103.263,True,-2.13,170.54
103.356,True,-6.27,170.92
103.466,True,-7.25,172.79
103.563,True,-7.08,173.82
103.664,True,-6.17,173.86
103.763,True,-296.38,11615.03
103.856,True,-13.76,0.21
103.953,True,24.65,-24.34
104.062,True,27.72,-7.05
104.161,True,30.60,-7.94
104.259,True,32.71,-11.64
104.361,True,33.39,-15.24
104.459,True,-180.69,-14.70
104.555,True,-190.57,-15.83
104.659,True,-277.95,11365.50
104.759,True,-236.48,-95.92
104.854,True,-227.75,-61.15
104.964,True,-223.76,-50.53
105.059,True,247.79,-12.55
105.154,True,256.35,-6.49
105.263,True,250.97,-4.75
105.358,True,519.29,54.08
105.462,True,515.36,54.04
105.558,True,511.33,55.81
105.665,True,508.84,57.59
105.763,True,512.71,52.95
105.858,True,531.51,-173.95
105.956,True,526.44,-188.72
106.063,True,-275.16,11422.58
106.159,True,-22.13,-52.65
106.253,True,-9.65,37.95
106.360,True,-7.70,39.21
106.456,True,-272.97,11352.67
106.554,True,-74.16,28.01
106.658,True,-81.28,67.64
106.754,True,-283.62,11415.77
106.859,True,-89.95,60.35
106.956,True,-89.52,82.94
107.062,True,-85.52,95.54
107.157,True,-83.56,94.15
107.255,True,-285.13,11361.19
107.363,True,-121.55,79.72
107.461,True,-120.78,113.20
107.560,True,-119.54,122.24
107.663,False,499.96,-75.09
107.762,False,483.62,-83.29
107.859,False,480.10,-83.41
107.956,True,-21.82,88.37
108.056,True,11.42,95.29
108.156,True,17.10,97.55
108.257,True,25.52,102.20
108.354,True,28.23,107.20
108.464,True,24.70,144.94
108.561,True,20.27,155.70
108.660,True,19.91,160.20
108.757,True,17.25,168.48
108.857,True,14.87,173.56
108.953,True,11.50,175.15
109.062,False,-299.38,11454.83
109.157,True,-16.86,166.52
109.265,True,-4.58,183.30
109.356,True,-2.11,182.33
109.464,True,-0.45,190.04
109.556,True,0.19,193.98
109.664,True,2.41,193.09
109.758,True,11.12,187.33
109.855,True,18.69,176.86
109.963,True,21.10,173.92
110.059,True,20.82,169.65
110.154,True,18.84,169.76
110.263,True,16.50,169.97
110.362,True,14.45,170.89
110.457,True,14.31,170.24
110.562,True,15.24,171.44
110.661,True,15.80,172.05
110.758,True,17.23,171.07
110.855,True,14.24,170.80
110.960,True,13.01,170.90
111.058,True,12.42,170.04
111.163,True,12.50,170.49
111.262,True,13.62,170.02
111.355,True,14.23,166.58
111.463,True,13.50,159.87
111.561,True,11.98,155.99
111.667,True,12.37,155.71
111.762,True,9.11,156.88
111.855,True,7.01,157.93
111.961,True,8.60,156.05
112.057,True,10.04,157.33
112.162,True,7.83,159.68
112.255,True,10.11,157.74
112.362,True,12.27,157.33
112.460,True,13.83,157.40
112.561,True,8.98,163.52
112.654,True,6.32,168.03
112.763,True,6.30,169.84
112.858,True,6.63,171.61
112.957,True,6.53,172.62
113.065,False,-351.22,11796.95
113.160,True,-26.17,160.18
113.255,True,-14.90,155.59
113.364,True,-3.99,172.49
113.458,True,-0.83,172.74
113.554,True,1.27,185.03
113.659,True,1.75,185.62
113.761,True,2.84,183.44
113.865,True,7.75,181.75
113.960,True,8.84,176.15
114.058,True,9.43,171.59
114.155,True,9.26,173.44
114.255,True,11.47,174.03
114.361,True,11.33,175.76
114.454,True,10.80,176.31
114.560,True,-349.84,11871.01
114.654,True,-76.76,115.81
114.761,True,-85.89,141.25
114.857,True,-84.57,145.62
114.964,True,-96.33,148.17
115.060,True,-308.10,139.21
115.157,True,-348.15,11763.91
115.265,True,4.62,83.27
115.364,True,16.68,142.11
115.459,True,20.35,145.48
115.559,True,21.23,148.00
115.664,True,-337.80,11794.40
115.759,True,-4.26,94.66
115.855,True,-2.22,127.69
115.963,True,0.13,143.83
116.061,True,-0.13,143.46
116.154,True,-1.06,140.91
116.266,True,-43.13,119.26
116.358,True,-129.61,119.04
116.461,True,-126.79,128.01
116.559,True,-103.10,129.95
116.662,True,31.93,132.02
116.760,True,33.00,134.68
116.856,True,31.94,137.94
116.964,True,33.66,138.29
117.064,True,35.02,135.00
117.164,True,-227.38,98.86
117.258,True,-223.67,101.94
117.363,True,-157.35,109.64
117.456,True,51.41,140.21
117.562,True,34.93,155.62
117.660,True,27.00,156.46
117.753,True,22.24,153.45
117.863,True,-329.09,11807.90
117.957,True,-183.62,105.91
118.056,True,-179.32,106.18
118.155,True,-178.45,72.49
118.262,True,-176.08,86.38
118.355,True,50.96,139.08
118.463,True,53.73,147.09
118.555,True,51.04,150.69
118.656,True,36.29,144.87
118.762,True,29.67,140.23
118.858,True,-196.68,106.67
118.957,True,-186.96,91.99
119.061,True,-191.50,92.68
119.163,True,-198.87,95.15
119.264,True,7.28,110.35
119.361,True,5.68,132.40
119.459,True,10.13,141.07
119.559,True,9.94,148.09
119.664,True,25.85,153.21
119.759,True,33.98,150.77
119.856,True,37.00,151.25
119.963,False,-278.28,10572.78
120.055,True,-9.23,140.53
120.166,True,17.83,137.57
120.258,True,24.43,143.52
120.358,True,27.27,142.14
120.464,True,31.42,142.80
120.562,True,32.06,148.96
120.654,True,31.44,153.93
120.764,True,31.46,155.87
120.854,True,32.36,155.23
120.954,True,32.44,154.83
